visit_Cnt,buy_Cnt,total_Revenue,labels
2,1,86.23,0
4,3,107.18,0
6,1,707.0,0
4,2,119.22,0
1,1,70.96,0
2,1,103.31,0
4,1,92.85,0
6,1,555.6,0
1,1,1468.8,0
9,1,125.98,0
4,1,22.99,0
2,1,30.26,0
3,1,11.97,0
4,1,171.77,0
1,1,399.7,0
5,1,147.75,0
10,1,71.17,0
4,1,140.56,0
2,1,17.99,0
1,1,47.98,0
7,2,547.28,0
1,1,37.15,0
3,1,27.49,0
3,2,42.89,0
1,1,68.96,0
4,1,17.59,0
1,1,88.92,0
1,1,124.15,0
4,1,212.96,0
2,1,36.18,0
2,1,45.59,0
4,1,23.99,0
1,1,29.7,0
2,1,232.98,0
2,2,46.459999999999994,0
2,1,4274.0,0
1,1,17.99,0
1,1,9.79,0
1,1,22.99,0
1,1,86.64,0
1,1,55.36,0
2,1,106.88,0
2,1,15.63,0
3,1,143.42,0
6,2,330.84000000000003,0
1,1,68.98,0
3,1,44.17,0
1,1,36.58,0
5,2,65.95,0
4,1,26.19,0
4,1,64.86,0
1,1,369.7,0
11,3,199.12,0
1,1,16.89,0
2,1,35.99,0
1,1,113.28,0
11,1,54.9,0
2,1,120.34,0
4,1,176.8,0
1,1,52.97,0
1,1,23.99,0
1,1,55.08,0
7,1,187.97,0
2,1,53.27,0
6,1,69.76,0
5,2,1403.92,0
1,1,48.03,0
2,1,23.96,0
2,1,129.97,0
3,1,218.06,0
1,1,44.98,0
6,1,58.99,0
2,1,64.53,0
1,1,20.97,0
1,1,18.99,0
3,1,119.05,0
5,1,88.98,0
7,5,539.37,0
1,1,9.97,0
1,1,23.38,0
2,1,62.47,0
2,1,25.95,0
1,1,53.97,0
3,1,13.39,0
10,2,764.31,0
4,1,32.99,0
3,1,72.42,0
6,1,32.99,0
1,1,44.98,0
8,1,65.99,0
1,1,16.79,0
8,3,4034.48,0
5,1,157.14,0
2,1,34.38,0
2,1,14.19,0
3,2,311.69,0
1,1,23.19,0
5,1,92.69,0
2,1,29.19,0
7,3,362.48,0
6,1,386.7,0
3,1,88.99,0
1,1,333.51,0
2,1,64.59,0
2,1,30.18,0
1,1,843.7,0
1,1,1074.14,0
1,1,96.28,0
1,1,36.99,0
4,1,685.66,0
3,1,38.18,0
2,1,41.37,0
4,2,185.32999999999998,0
1,1,13.31,0
1,1,18.59,0
2,1,54.27,0
3,1,18.59,0
4,1,69.57,0
13,1,134.37,0
9,6,568.71,0
10,1,9.99,0
1,1,50.58,0
23,2,78.97,0
7,1,62.38,0
8,2,50.9,0
1,1,17.81,0
1,1,41.98,0
7,2,109.77000000000001,0
1,1,50.1,0
1,1,44.26,0
6,1,29.12,0
1,1,27.57,0
2,1,34.58,0
1,1,3.99,0
3,1,36.38,0
5,2,213.87,0
5,1,65.36,0
8,1,41.97,0
1,1,27.98,0
3,1,77.98,0
4,1,26.99,0
38,1,70.75,0
1,1,27.98,0
3,1,39.38,0
8,2,1356.6799999999998,0
4,1,96.58,0
2,1,40.98,0
3,1,183.24,0
1,1,485.6,0
1,1,36.01,0
5,1,75.69,0
5,1,59.29,0
7,1,17.2,0
1,1,760.74,0
2,2,166.39999999999998,0
4,1,63.55,0
2,1,18.0,0
2,1,24.99,0
2,1,31.38,0
10,2,796.46,0
5,2,146.74,0
3,1,25.58,0
6,1,365.45,0
6,1,12.99,0
1,1,124.18,0
3,1,24.78,0
8,1,21.2,0
13,3,719.71,0
4,1,159.15,0
1,1,25.39,0
1,1,75.97,0
3,1,38.99,0
13,1,425.73,0
4,1,46.77,0
6,1,25.99,0
14,6,3168.2,0
4,2,212.53,0
1,1,29.79,0
3,1,350.8,0
4,1,43.38,0
2,1,30.98,0
1,1,21.99,0
2,1,91.85,0
2,1,222.36,0
5,1,107.78,0
4,1,29.99,0
6,1,31.5,0
1,1,1037.21,0
1,1,48.35,0
3,1,201.99,0
1,1,163.54,0
7,1,78.96,0
1,1,75.84,0
2,1,23.97,0
2,1,21.82,0
1,1,28.49,0
4,1,46.77,0
1,1,64.17,0
4,1,1272.19,0
1,1,18.77,0
3,1,178.75,0
1,1,37.96,0
1,1,19.39,0
5,2,678.8499999999999,0
3,1,46.76,0
4,1,290.08,0
1,1,59.97,0
4,1,23.99,0
1,1,3.56,0
3,2,66.79,0
3,1,93.96,0
2,1,41.18,0
1,1,86.99,0
3,1,29.98,0
1,1,25.99,0
1,1,47.77,0
3,2,84.18,0
1,1,17.99,0
2,1,47.35,0
3,1,50.8,0
1,1,13.47,0
1,1,23.78,0
4,1,106.99,0
5,1,204.31,0
1,1,50.58,0
3,2,536.01,0
3,1,61.99,0
3,1,19.18,0
4,1,72.99,0
2,1,25.99,0
2,1,22.19,0
6,2,2301.92,0
3,1,141.65,0
3,2,581.15,0
14,2,226.39999999999998,0
1,1,103.53,0
1,1,109.96,0
7,1,52.77,0
2,1,178.45,0
5,1,74.33,0
3,1,32.57,0
8,1,260.91,0
1,1,40.67,0
1,1,14.99,0
4,1,96.99,0
7,1,38.07,0
1,1,36.78,0
1,1,17.78,0
5,1,307.94,0
1,1,83.57,0
3,1,62.89,0
3,1,61.07,0
3,1,85.36,0
1,1,58.99,0
3,1,75.89,0
2,1,61.99,0
4,1,22.57,0
3,1,63.99,0
1,1,29.96,0
5,1,21.19,0
9,2,265.46000000000004,0
1,1,88.97,0
1,1,31.99,0
1,1,411.15,0
2,1,175.61,0
1,1,215.3,0
2,1,16.96,0
2,1,52.79,0
1,1,174.95,0
7,1,76.19,0
2,1,42.59,0
2,1,18.1,0
1,1,21.99,0
1,1,27.98,0
5,1,76.18,0
1,1,32.92,0
3,1,145.51,0
2,1,63.95,0
2,1,19.99,0
3,1,58.58,0
2,1,34.78,0
8,1,185.97,0
2,1,25.99,0
3,1,36.59,0
3,1,28.18,0
3,1,375.74,0
2,2,51.41,0
5,2,180.55,0
2,1,17.94,0
1,1,37.48,0
1,1,193.43,0
2,1,41.59,0
2,1,29.99,0
1,1,105.97,0
2,1,72.76,0
1,1,33.98,0
17,3,771.55,0
2,1,56.06,0
5,1,211.63,0
5,1,47.99,0
1,1,11.48,0
4,1,81.99,0
2,2,159.98,0
3,1,129.06,0
2,1,116.01,0
4,2,71.98,0
2,1,33.98,0
3,1,113.85,0
4,1,56.06,0
1,1,58.16,0
4,1,40.99,0
3,2,247.07,0
2,1,13.39,0
1,1,91.45,0
5,1,392.54,0
3,1,108.17,0
1,1,22.47,0
2,1,30.91,0
7,1,55.12,0
1,1,724.3,0
1,1,11.99,0
1,1,39.98,0
1,1,66.76,0
3,1,174.68,0
2,1,27.99,0
13,1,915.2,0
11,2,231.95,0
6,1,27.8,0
7,1,20.69,0
1,1,11.99,0
1,1,42.8,0
7,1,69.46,0
1,1,49.98,0
7,1,18.98,0
2,1,22.59,0
5,3,526.0799999999999,0
10,4,102.56,0
1,1,13.21,0
5,1,18.98,0
3,1,16.99,0
7,1,44.65,0
1,1,23.2,0
3,1,53.79,0
1,1,53.98,0
2,1,76.75,0
1,1,262.95,0
1,1,38.58,0
2,1,50.36,0
2,2,91.27000000000001,0
10,1,45.97,0
2,1,102.96,0
5,1,50.98,0
1,1,32.19,0
5,2,376.99,0
24,4,2088.7000000000003,0
3,1,90.94,0
5,1,34.39,0
2,1,44.38,0
2,1,30.98,0
2,1,64.98,0
2,1,177.0,0
3,1,116.39,0
1,1,25.47,0
3,1,94.99,0
1,1,17.99,0
3,1,14.59,0
3,1,121.48,0
2,1,25.28,0
3,1,121.57,0
1,1,83.45,0
5,2,323.65000000000003,0
8,1,43.96,0
1,1,340.26,0
1,1,65.88,0
5,2,361.39,0
1,1,64.96,0
4,1,73.27,0
1,1,38.59,0
1,1,21.99,0
5,1,78.86,0
4,1,138.75,0
4,4,632.65,0
1,1,16.96,0
2,1,140.8,0
6,2,59.19,0
3,1,52.99,0
1,1,17.59,0
1,1,412.25,0
9,1,1551.26,0
3,1,38.57,0
1,1,20.96,0
2,1,859.0,0
1,1,110.92,0
1,1,160.41,0
3,1,61.99,0
1,1,51.79,0
2,1,10.99,0
20,2,22.58,0
5,1,101.92,0
1,1,23.99,0
1,1,30.59,0
2,1,120.96,0
1,1,128.9,0
1,1,25.99,0
2,1,48.58,0
3,1,462.0,0
1,1,64.07,0
2,1,98.96,0
3,1,48.59,0
1,1,62.96,0
4,1,78.9,0
2,1,5775.16,0
2,1,611.15,0
1,1,16.99,0
13,1,51.18,0
8,2,94.58,0
2,1,32.57,0
1,1,70.48,0
2,1,20.9,0
2,1,92.98,0
4,1,79.56,0
1,1,204.75,0
4,1,27.96,0
3,1,351.0,0
5,2,604.0799999999999,0
3,1,46.18,0
1,1,27.99,0
6,2,82.37,0
1,1,35.97,0
3,1,220.26,0
1,1,69.96,0
3,1,40.98,0
2,1,34.98,0
1,1,76.46,0
2,1,16.29,0
6,1,25.49,0
1,1,16.19,0
5,1,57.16,0
1,1,3428.0,0
5,2,32.48,0
2,1,24.99,0
8,2,3714.5,0
3,1,252.9,0
1,1,55.86,0
2,1,5.39,0
6,1,631.75,0
2,1,9.02,0
2,1,80.96,0
4,1,10.75,0
4,1,91.95,0
22,1,112.71,0
1,1,33.56,0
4,1,79.08,0
2,1,141.2,0
2,1,123.37,0
3,1,35.35,0
1,1,40.98,0
1,1,47.99,0
1,1,22.99,0
6,2,53.98,0
2,1,166.14,0
4,1,63.17,0
6,1,40.99,0
2,1,37.97,0
3,1,108.49,0
4,1,98.35,0
3,2,131.98,0
3,1,55.24,0
2,1,173.68,0
1,1,151.05,0
3,1,119.26,0
3,1,92.98,0
1,1,18.99,0
5,1,27.99,0
3,2,102.92999999999999,0
2,1,146.24,0
1,1,56.98,0
4,2,172.12,0
2,2,84.18,0
3,1,23.19,0
2,1,457.58,0
2,1,64.98,0
2,1,71.54,0
2,1,36.59,0
1,1,26.99,0
5,1,97.58,0
18,3,3803.8,0
2,1,7.98,0
2,1,44.57,0
7,1,110.99,0
9,1,116.93,0
2,2,37.97,0
2,2,141.17000000000002,0
2,1,91.58,0
2,1,56.97,0
9,4,444.86,0
3,1,18.39,0
1,1,28.95,0
1,1,63.99,0
1,1,36.0,0
19,1,75.44,0
9,2,181.28,0
2,1,42.99,0
1,1,28.99,0
9,2,371.77,0
2,1,7.99,0
6,2,445.68,0
1,1,56.99,0
6,1,109.45,0
5,1,378.98,0
3,1,32.99,0
1,1,52.79,0
2,1,27.98,0
6,1,46.77,0
1,1,12.59,0
1,1,203.8,0
2,1,59.99,0
13,4,703.1,0
5,1,143.63,0
10,2,545.79,0
3,2,25.189999999999998,0
4,1,114.17,0
1,1,59.89,0
1,1,43.97,0
4,1,173.42,0
2,1,37.98,0
6,1,81.76,0
3,2,81.18,0
3,1,94.99,0
5,1,23.99,0
1,1,774.4,0
1,1,36.84,0
2,1,399.95,0
1,1,18.19,0
2,1,24.19,0
2,1,122.16,0
4,1,325.0,0
1,1,21.19,0
12,1,120.74,0
1,1,25.99,0
2,1,24.99,0
1,1,53.38,0
5,1,15.99,0
7,1,36.98,0
4,1,90.58,0
5,1,123.65,0
5,1,70.49,0
2,1,54.75,0
1,1,20.99,0
1,1,34.59,0
1,1,11.96,0
2,1,61.78,0
2,1,49.96,0
1,1,43.68,0
1,1,4.99,0
1,1,219.58,0
1,1,38.92,0
2,1,40.74,0
4,1,62.66,0
1,1,33.38,0
1,1,50.82,0
2,2,1119.68,0
1,1,26.98,0
2,1,51.79,0
1,1,13.99,0
3,1,20.99,0
2,1,48.53,0
12,5,202.09,0
3,1,181.0,0
12,3,739.36,0
3,1,46.99,0
2,1,106.0,0
5,2,73.96,0
6,1,47.28,0
5,1,12.19,0
1,1,27.7,0
1,1,37.94,0
1,1,201.4,0
2,1,25.99,0
3,1,5.5,0
3,1,640.16,0
20,2,26.98,0
1,1,30.19,0
1,1,110.98,0
3,1,45.77,0
1,1,47.96,0
3,1,412.98,0
5,2,42.86,0
2,1,35.68,0
1,1,23.99,0
3,1,86.98,0
1,1,487.7,0
9,1,25.44,0
3,1,906.27,0
2,1,283.27,0
19,1,59.95,0
1,1,21.49,0
1,1,64.99,0
3,1,32.97,0
3,3,213.96,0
8,1,571.52,0
2,1,79.36,0
3,1,50.95,0
1,1,17.97,0
3,1,26.99,0
1,1,22.99,0
1,1,12.5,0
13,1,85.78,0
2,1,54.79,0
2,1,66.56,0
1,1,18.7,0
9,1,152.97,0
4,1,36.86,0
2,1,91.16,0
3,1,57.99,0
5,1,865.65,0
4,1,26.59,0
2,2,4619.4400000000005,0
4,1,41.59,0
5,1,7.98,0
1,1,39.59,0
4,1,39.38,0
1,1,19.99,0
2,1,19.59,0
5,1,100.45,0
1,1,50.97,0
6,4,1622.42,0
2,1,72.18,0
1,1,33.97,0
2,1,188.97,0
2,1,47.99,0
1,1,27.69,0
1,1,53.79,0
3,1,23.99,0
3,1,24.99,0
2,1,32.98,0
1,1,96.98,0
3,1,16.55,0
2,1,173.92,0
1,1,37.3,0
1,1,44.28,0
2,1,16.38,0
6,1,22.99,0
4,1,72.97,0
5,1,18.99,0
1,1,112.0,0
13,1,50.38,0
3,1,56.0,0
1,1,25.99,0
1,1,15.99,0
1,1,82.19,0
2,1,68.17,0
3,1,34.59,0
2,1,47.81,0
2,1,247.56,0
33,4,11229.099999999999,3
1,1,34.78,0
7,1,45.79,0
1,1,122.96,0
3,1,1699.5,0
2,1,71.14,0
1,1,65.94,0
7,2,165.35,0
4,1,125.7,0
3,1,20.99,0
4,1,109.05,0
1,1,13.8,0
11,1,25.06,0
3,2,54.98,0
1,1,70.18,0
2,2,96.98,0
3,1,12.98,0
3,1,81.99,0
3,1,102.34,0
2,1,94.84,0
2,1,20.19,0
1,1,83.51,0
2,1,47.58,0
5,1,86.96,0
4,2,106.5,0
4,1,53.47,0
1,1,20.99,0
1,1,27.99,0
2,1,5.99,0
3,1,105.91,0
2,1,343.13,0
1,1,16.29,0
1,1,30.78,0
2,1,18.19,0
29,3,208.39,0
9,1,21.98,0
1,1,103.74,0
9,2,360.4,0
7,1,27.98,0
3,1,26.98,0
1,1,27.99,0
1,1,37.18,0
1,1,185.98,0
2,1,507.3,0
1,1,102.99,0
1,1,18.59,0
2,1,34.59,0
8,2,1160.92,0
3,1,83.04,0
1,1,19.78,0
2,1,56.97,0
2,1,56.36,0
1,1,70.17,0
1,1,12.97,0
3,1,49.99,0
1,1,14.19,0
1,1,85.94,0
2,1,96.98,0
1,1,543.98,0
9,1,593.68,0
3,1,61.78,0
1,1,232.84,0
2,1,184.8,0
1,1,31.0,0
3,1,125.8,0
4,1,93.74,0
6,1,31.81,0
4,1,257.85,0
2,1,113.99,0
5,1,104.66,0
2,2,176.17000000000002,0
2,1,89.24,0
1,1,41.82,0
2,1,29.18,0
4,1,64.59,0
6,1,34.59,0
4,1,174.66,0
5,3,339.82,0
1,1,104.99,0
3,1,58.83,0
3,1,226.88,0
5,1,149.16,0
3,1,29.18,0
1,1,25.99,0
6,1,421.4,0
1,1,188.48,0
2,1,29.99,0
1,1,37.68,0
2,1,1012.0,0
81,8,704.27,0
3,1,58.15,0
4,1,45.37,0
3,1,22.99,0
3,1,46.98,0
2,1,165.43,0
5,1,58.56,0
2,1,32.2,0
3,2,39.760000000000005,0
5,1,11.99,0
1,1,226.95,0
3,1,45.98,0
1,1,36.59,0
6,1,147.92,0
1,1,133.98,0
4,1,68.56,0
1,1,40.98,0
3,1,46.79,0
3,1,15.63,0
6,2,313.84999999999997,0
4,1,31.98,0
1,1,2.99,0
5,1,49.78,0
1,1,147.34,0
17,3,1022.24,0
3,1,4289.7,0
13,1,31.37,0
2,1,46.97,0
6,2,128.26,0
7,1,183.28,0
4,1,19.99,0
2,1,18.49,0
11,2,373.69,0
4,1,11.49,0
1,1,66.36,0
3,1,16.19,0
1,1,68.04,0
2,1,761.08,0
2,1,32.78,0
5,1,33.56,0
3,1,37.39,0
3,1,45.02,0
9,1,14.99,0
11,2,84.49,0
4,1,41.59,0
1,1,199.0,0
1,1,19.63,0
1,1,14.59,0
1,1,132.8,0
1,1,77.95,0
5,1,300.85,0
2,1,33.78,0
2,1,20.19,0
3,1,111.53,0
5,1,53.78,0
1,1,359.8,0
2,1,153.44,0
7,1,292.95,0
6,3,107.17,0
4,1,49.18,0
3,1,374.1,0
1,1,25.19,0
3,1,57.07,0
1,1,34.99,0
5,1,24.4,0
2,1,29.5,0
1,1,12.99,0
5,1,66.99,0
1,1,402.08,0
9,1,807.44,0
3,1,64.99,0
6,2,143.05,0
1,1,14.57,0
6,1,138.15,0
1,1,19.48,0
2,1,210.85,0
5,2,122.17000000000002,0
2,1,37.59,0
1,1,27.4,0
4,1,563.8,0
1,1,25.99,0
1,1,39.59,0
10,1,21.99,0
1,1,384.67,0
1,1,164.7,0
4,1,68.18,0
1,1,176.7,0
3,1,21.29,0
4,2,589.4,0
5,1,53.79,0
1,1,23.99,0
5,1,69.59,0
1,1,802.7,0
2,1,29.47,0
1,1,31.99,0
1,1,68.17,0
2,1,58.99,0
1,1,25.99,0
3,2,842.72,0
4,1,40.98,0
2,1,83.59,0
1,1,41.27,0
2,1,198.65,0
3,1,363.83,0
2,1,13.39,0
7,1,35.62,0
2,1,70.95,0
1,1,21.99,0
1,1,8.38,0
3,2,570.74,0
3,1,32.81,0
1,1,98.94,0
3,1,3.73,0
2,1,44.93,0
8,2,631.53,0
6,1,50.79,0
2,1,153.85,0
4,1,247.92,0
3,1,24.99,0
4,1,61.94,0
2,1,49.8,0
1,1,25.98,0
2,1,125.99,0
1,1,23.99,0
2,1,31.78,0
3,1,46.98,0
4,1,912.4,0
3,1,42.98,0
1,1,64.88,0
1,1,27.98,0
3,1,22.19,0
4,1,84.08,0
14,3,135.35,0
2,1,16.6,0
1,1,102.99,0
5,1,145.39,0
3,1,110.38,0
1,1,21.4,0
2,1,53.79,0
3,1,48.97,0
1,1,70.56,0
1,1,64.98,0
2,1,15.98,0
2,1,53.37,0
3,1,616.85,0
3,1,69.18,0
4,1,21.99,0
10,1,113.98,0
2,1,244.09,0
1,1,28.98,0
6,1,37.59,0
4,1,16.99,0
1,1,21.57,0
1,1,130.72,0
1,1,56.74,0
11,1,210.67,0
8,2,501.83,0
29,1,29.18,0
1,1,54.16,0
4,1,23.59,0
2,1,70.84,0
3,1,34.79,0
2,1,19.99,0
3,1,196.7,0
2,1,31.68,0
1,1,15.99,0
1,1,3027.1,0
1,1,21.99,0
7,1,248.45,0
1,1,31.98,0
2,1,97.7,0
7,1,287.5,0
1,1,68.99,0
1,1,64.97,0
4,2,149.32,0
5,2,67.97,0
8,1,21.99,0
1,1,83.99,0
4,1,118.34,0
1,1,124.96,0
5,1,13.48,0
4,2,62.89,0
1,1,140.6,0
3,1,19.59,0
4,1,66.55,0
30,1,21.99,0
3,1,147.22,0
5,4,489.49,0
1,1,37.59,0
2,1,15.99,0
2,1,193.18,0
1,1,176.75,0
3,1,24.1,0
3,1,47.79,0
2,1,52.97,0
2,1,46.38,0
4,1,73.98,0
1,1,46.98,0
1,1,71.18,0
2,2,343.51,0
1,1,67.44,0
1,1,22.93,0
1,1,24.18,0
5,1,115.72,0
1,1,43.45,0
2,1,5.99,0
3,1,37.77,0
1,1,105.99,0
1,1,40.98,0
20,7,1199.34,0
3,1,71.14,0
1,1,495.93,0
1,1,135.92,0
2,1,62.36,0
2,1,49.85,0
2,2,259.59,0
4,1,104.99,0
1,1,16.95,0
2,1,48.98,0
12,1,105.0,0
5,1,67.97,0
2,1,120.44,0
2,1,16.89,0
1,1,125.1,0
1,1,108.9,0
11,1,337.91,0
9,1,18.59,0
1,1,197.98,0
2,1,43.98,0
3,1,32.38,0
3,1,55.38,0
2,1,62.87,0
39,8,4104.64,0
4,2,283.57,0
3,1,24.15,0
1,1,31.98,0
2,1,43.19,0
3,1,18.99,0
4,1,35.96,0
1,1,34.39,0
1,1,49.97,0
1,1,58.56,0
2,1,30.38,0
7,1,51.79,0
6,2,205.5,0
3,1,85.98,0
1,1,75.55,0
2,1,30.37,0
16,5,2458.15,0
1,1,60.98,0
1,1,754.3,0
1,1,44.98,0
1,1,231.95,0
2,1,6.99,0
10,2,38.9,0
2,1,34.59,0
1,1,136.46,0
1,1,23.99,0
1,1,127.98,0
3,1,110.56,0
1,1,37.78,0
1,1,184.21,0
1,1,137.93,0
1,1,80.56,0
3,1,55.97,0
5,1,555.0,0
1,1,74.97,0
2,1,18.59,0
1,1,38.98,0
2,1,23.99,0
2,1,17.99,0
6,1,104.33,0
3,1,40.59,0
1,1,21.99,0
11,1,262.44,0
1,1,53.97,0
1,1,6.99,0
7,1,268.89,0
3,1,60.97,0
4,1,166.76,0
3,1,51.24,0
1,1,34.04,0
2,1,49.49,0
1,1,32.12,0
1,1,215.95,0
1,1,94.26,0
2,1,50.61,0
3,1,115.02,0
2,1,14.49,0
3,1,296.43,0
3,1,26.18,0
1,1,81.99,0
2,1,23.99,0
1,1,242.7,0
3,1,11.99,0
2,1,131.93,0
34,5,3494.37,0
3,1,26.36,0
5,1,63.59,0
2,1,364.64,0
2,1,46.98,0
2,1,34.59,0
8,2,64.98,0
1,1,32.18,0
1,1,27.97,0
4,1,57.07,0
1,1,230.37,0
3,1,79.16,0
1,1,91.8,0
1,1,58.85,0
2,1,807.93,0
3,1,139.42,0
2,1,76.57,0
3,1,22.95,0
4,1,14.68,0
5,1,209.57,0
2,1,35.99,0
6,1,22.99,0
3,1,17.18,0
2,1,23.98,0
1,1,32.98,0
9,2,1606.65,0
4,1,100.14,0
2,1,22.59,0
7,1,23.99,0
2,1,37.98,0
3,1,21.39,0
26,1,82.99,0
6,1,45.21,0
4,1,242.85,0
2,1,70.7,0
2,1,8.99,0
3,3,722.86,0
6,1,22.57,0
4,1,177.73,0
1,1,22.09,0
2,1,9.99,0
3,1,81.99,0
2,1,71.18,0
6,1,67.96,0
2,1,31.84,0
7,1,16.47,0
1,1,28.28,0
3,1,593.84,0
3,2,37.489999999999995,0
1,1,53.47,0
2,1,40.98,0
1,1,93.89,0
24,16,10364.35,3
1,1,60.99,0
1,1,33.98,0
1,1,97.58,0
3,1,313.06,0
1,1,36.98,0
6,5,1066.35,0
5,1,36.98,0
2,1,50.79,0
2,1,59.96,0
1,1,29.98,0
3,1,30.98,0
1,1,23.99,0
3,1,34.59,0
5,1,33.18,0
10,2,144.95000000000002,0
2,1,20.58,0
2,1,33.99,0
4,1,128.97,0
1,1,67.95,0
3,2,1081.8799999999999,0
1,1,21.99,0
2,1,60.18,0
4,1,27.98,0
5,3,385.65999999999997,0
5,2,96.58,0
8,1,99.94,0
4,1,47.37,0
1,1,37.49,0
1,1,12.59,0
8,1,50.94,0
1,1,16.99,0
6,2,249.19,0
1,1,21.26,0
3,1,47.48,0
1,1,338.4,0
3,1,38.57,0
7,2,58.05,0
3,1,109.22,0
2,1,28.98,0
3,1,108.63,0
2,1,37.67,0
1,1,80.35,0
1,1,27.99,0
1,1,52.0,0
5,1,48.37,0
9,1,18.52,0
1,1,24.48,0
12,1,144.3,0
2,2,132.32,0
2,1,15.59,0
7,2,1385.1399999999999,0
3,1,63.0,0
3,1,59.97,0
9,1,506.75,0
3,1,152.88,0
5,3,576.61,0
2,1,21.99,0
2,1,33.78,0
1,1,51.89,0
3,1,72.18,0
1,1,44.38,0
1,1,329.96,0
10,2,718.45,0
2,1,75.57,0
3,1,144.74,0
4,1,20.96,0
1,1,32.18,0
5,1,88.46,0
2,1,14.98,0
4,1,19.99,0
1,1,22.58,0
5,1,7.79,0
8,2,118.97999999999999,0
1,1,29.86,0
1,1,37.59,0
3,1,100.99,0
3,2,89.97999999999999,0
3,1,76.62,0
11,2,88.35,0
7,1,1750.82,0
2,1,137.98,0
2,1,61.98,0
1,1,62.99,0
1,1,35.98,0
4,2,509.51,0
4,2,112.57,0
6,1,611.99,0
10,2,926.0400000000001,0
3,1,30.19,0
7,2,214.73,0
1,1,43.99,0
6,1,268.55,0
1,1,14.99,0
1,1,26.39,0
14,1,46.64,0
4,1,80.99,0
1,1,112.18,0
2,1,44.17,0
8,3,407.49,0
2,1,347.1,0
3,1,44.99,0
6,1,30.94,0
1,1,36.59,0
2,1,13.98,0
1,1,130.36,0
1,1,15.99,0
3,1,28.38,0
1,1,37.38,0
4,2,113.93,0
13,4,2361.71,0
1,1,159.35,0
2,1,66.55,0
1,1,39.32,0
1,1,56.46,0
5,1,21.99,0
3,1,56.78,0
1,1,61.98,0
20,1,43.2,0
3,1,144.7,0
2,1,158.7,0
11,4,1896.74,0
1,1,16.99,0
3,1,39.98,0
1,1,103.77,0
2,1,177.03,0
1,1,29.98,0
4,1,89.32,0
10,3,204.16,0
3,1,142.97,0
1,1,31.47,0
4,1,34.99,0
3,1,208.58,0
2,1,253.76,0
4,1,68.99,0
5,1,84.76,0
1,1,48.18,0
5,2,350.1,0
4,1,19.97,0
1,1,33.98,0
2,1,60.21,0
2,1,425.7,0
2,1,94.59,0
2,1,16.96,0
3,1,59.54,0
3,1,33.97,0
5,2,97.98,0
1,1,22.99,0
2,1,44.98,0
1,1,50.08,0
1,1,20.99,0
2,1,69.59,0
1,1,44.17,0
1,1,15.99,0
13,1,43.86,0
3,1,33.38,0
1,1,56.72,0
7,1,144.7,0
2,1,35.98,0
2,1,117.26,0
2,1,565.25,0
1,1,22.97,0
2,1,38.98,0
1,1,35.98,0
4,2,418.38,0
5,3,1352.0,0
2,1,49.01,0
2,1,26.98,0
1,1,199.58,0
3,1,67.8,0
8,1,208.0,0
6,3,138.35999999999999,0
1,1,58.46,0
2,1,113.97,0
2,1,78.76,0
5,1,27.9,0
3,1,151.4,0
4,1,101.48,0
2,1,73.18,0
1,1,141.95,0
1,1,9.5,0
1,1,220.52,0
1,1,32.09,0
3,2,122.12,0
2,1,59.99,0
1,1,134.82,0
4,4,603.5699999999999,0
1,1,37.97,0
2,2,94.96,0
2,1,134.1,0
2,1,116.17,0
4,1,63.99,0
1,1,186.86,0
1,1,208.64,0
3,1,28.98,0
5,2,585.69,0
5,1,91.13,0
1,1,78.55,0
1,1,49.95,0
1,1,63.57,0
2,1,16.59,0
1,1,34.28,0
2,1,157.22,0
4,1,77.85,0
2,1,41.98,0
2,1,40.16,0
3,1,19.99,0
3,1,51.54,0
2,1,41.79,0
17,3,96.44,0
1,1,20.47,0
1,1,63.99,0
4,1,86.95,0
4,1,70.95,0
2,1,110.3,0
1,1,78.0,0
1,1,82.9,0
3,1,185.92,0
3,2,50.33,0
11,1,14.59,0
1,1,22.99,0
1,1,32.41,0
1,1,543.8,0
5,1,18.31,0
2,1,90.34,0
1,1,24.98,0
3,1,144.64,0
4,1,46.79,0
3,1,150.34,0
7,4,838.86,0
8,2,93.66,0
3,1,27.99,0
1,1,107.77,0
4,1,48.99,0
1,1,73.77,0
1,1,22.59,0
3,1,153.77,0
4,1,180.28,0
2,1,486.0,0
3,1,49.79,0
1,1,31.58,0
12,1,530.39,0
5,1,1455.77,0
4,1,115.13,0
1,1,67.69,0
5,1,101.94,0
3,1,33.99,0
6,1,24.99,0
1,1,114.56,0
2,1,26.99,0
6,1,297.46,0
1,1,54.0,0
1,1,43.37,0
1,1,136.48,0
2,1,122.47,0
8,1,70.76,0
1,1,127.38,0
2,1,46.97,0
3,1,87.19,0
4,2,70.57000000000001,0
1,1,223.43,0
2,1,24.99,0
2,1,25.29,0
10,1,48.79,0
5,1,286.88,0
3,1,32.78,0
4,2,399.0,0
3,1,6.98,0
1,1,80.96,0
2,1,30.29,0
2,1,63.99,0
22,1,378.65,0
1,1,213.7,0
1,1,103.33,0
2,1,22.99,0
3,1,75.27,0
3,1,80.49,0
3,1,25.99,0
3,1,8.5,0
1,1,45.98,0
3,1,80.99,0
4,1,149.99,0
4,1,46.36,0
2,1,745.48,0
1,1,42.98,0
1,1,130.45,0
7,1,313.67,0
